#HGNC ID	Score
METTL7B	0.15972198
METTL8	0.08291666
METTL9	0.28532500
MEX3A	0.79539238
MEX3B	0.38219373
MEX3C	0.82257312
MEX3D	0.19930888
MFAP1	0.99930047
MFAP2	0.53234577
MFAP3	0.15268872
MFAP3L	0.32887242
MFAP4	0.17886717
MFAP5	0.22549416
MFF	0.12769776
MFGE8	0.32692406
MFHAS1	0.23856462
MFN1	0.08459687
MFN2	0.79876382
MFNG	0.90372995
MFRP	0.15067678
MFSD1	0.08910483
MFSD10	0.08181186
MFSD11	0.06830990
MFSD12	0.06695622
MFSD13A	0.05619130
MFSD14A	0.77712437
MFSD14B	0.14163599
MFSD14C	0.07781966
MFSD2A	0.51100106
MFSD2B	0.11201095
MFSD3	0.11832757
MFSD4A	0.09628215
MFSD4B	0.07502953
MFSD5	0.12533433
MFSD6	0.12833986
MFSD6L	0.16107271
MFSD8	0.07728644
MFSD9	0.06965403
MGA	0.57535382
MGAM	0.08481959
MGARP	0.08651886
MGAT1	0.48540881
MGAT2	0.64068995
MGAT3	0.77038299
MGAT4A	0.09638246
MGAT4B	0.18569626
MGAT4C	0.14780981
MGAT5	0.62360175
MGAT5B	0.14633430
MGLL	0.06605260
MGME1	0.07082255
MGMT	0.24900453
MGP	0.14034477
MGRN1	0.09105086
MGST1	0.05132917
MGST2	0.04821414
MGST3	0.04869585
MIA	0.05631498
MIA2	0.05500183
MIA3	0.13769147
MIB1	0.92749262
MIB2	0.08405867
MICA	0.05810410
MICAL1	0.07598649
MICAL2	0.21223221
MICAL3	0.20959808
MICALCL	0.34216057
MICALL1	0.07079564
MICALL2	0.12106460
MICB	0.08272293
MICOS10	0.23135710
MICOS13	0.07056244
MICU1	0.22310142
MICU2	0.17267805
MICU3	0.12451084
MIDN	0.07804805
MIEF1	0.15761043
MIEF2	0.08642746
MIEN1	0.24345860
MIER1	0.44243126
MIER2	0.26676239
MIER3	0.98177085
MIF	0.17990079
MIF4GD	0.07750803
MIGA1	0.07039517
MIGA2	0.08203663
MIIP	0.12765524
MILR1	0.00000000
MINAR1	0.08114465
MINAR2	0.05732745
MINDY1	0.11823950
MINDY2	0.08007311
MINDY3	0.31596320
MINDY4	0.09512002
MINDY4B	0.06116622
MINK1	0.87566351
MINPP1	0.24143016
MIOS	0.12717357
MIOX	0.13534627
MIP	0.85045604
MIPEP	0.06659352
MIPOL1	0.13127910
MIS12	0.27023965
MIS18A	0.08213616
MIS18BP1	0.05313952
MISP	0.12158174
MITD1	0.07506031
MITF	0.99932171
MIXL1	0.33511731
MKI67	0.06820339
MKKS	0.68923666
MKLN1	0.62418557
MKNK1	0.06711032
MKNK2	0.09380642
MKRN1	0.54900593
MKRN2	0.21565174
MKRN2OS	0.07734101
MKRN3	0.17808988
MKS1	0.06539481
MKX	0.72002075
MLANA	0.10256205
MLC1	0.07702823
MLEC	0.37855596
MLF1	0.07826389
MLF2	0.22239180
MLH1	0.61027711
MLH3	0.11363676
MLIP	0.12961663
MLKL	0.11317397
MLLT1	0.93608878
MLLT10	0.72371151
MLLT11	0.15493811
MLLT3	0.80034414
MLLT6	0.70045820
MLN	0.14085551
MLNR	0.14078677
MLPH	0.05942053
MLST8	0.72398272
MLX	0.28072942
MLXIP	0.27382616
MLXIPL	0.21460667
MLYCD	0.10966452
MMAA	0.09014281
MMAB	0.16010758
MMACHC	0.10039123
MMADHC	0.08951427
MMD	0.21351316
MMD2	0.06971469
MME	0.10679349
MMEL1	0.05503541
MMP1	0.51770205
MMP10	0.21181371
MMP11	0.21603369
MMP13	0.68220296
MMP14	0.99987401
MMP15	0.58274951
MMP16	0.77449687
MMP17	0.19732619
MMP19	0.34167009
MMP2	0.98133687
MMP20	0.34292715
MMP21	0.17018313
MMP23B	0.38879314
MMP24	0.57774773
MMP25	0.16749873
MMP26	0.12483100
MMP27	0.21999860
MMP28	0.15916615
MMP3	0.61118784
MMP7	0.68096629
MMP8	0.59577758
MMP9	0.98801369
MMRN1	0.15048874
MMRN2	0.12642224
MMS19	0.69066561
MMS22L	0.10343755
MMUT	0.12947278
MN1	0.63301415
MNAT1	0.90606923
MND1	0.05015402
MNDA	0.11000825
MNS1	0.08661624
MNT	0.51773210
MNX1	0.84895361
MOAP1	0.11907848
MOB1A	0.44954289
MOB1B	0.15841484
MOB2	0.16963604
MOB3A	0.10137790
MOB3B	0.13457891
MOB3C	0.12159872
MOB4	0.58251725
MOBP	0.18924571
MOCOS	0.06482257
MOCS1	0.07320850
MOCS2	0.04927796
MOCS3	0.34440397
MOG	0.07229592
MOGAT1	0.10147739
MOGAT2	0.12731619
MOGAT3	0.27771137
MOGS	0.31240113
MOK	0.08628083
MON1A	0.12920778
MON1B	0.11281148
MON2	0.76237391
MORC1	0.05388170
MORC2	0.74783918
MORC3	0.55151522
MORF4L1	0.99745751
MORN1	0.04828723
MORN2	0.00000000
MORN3	0.08106388
MORN4	0.13806666
MORN5	0.08021154
MOS	0.27184471
MOSMO	0.41631536
MOSPD3	0.05062457
MOV10	0.84611911
MOV10L1	0.05514438
MOXD1	0.05732459
MPC1	0.07021169
MPC2	0.06380995
MPDU1	0.06806638
MPDZ	0.60932529
MPEG1	0.16011617
MPG	0.53296830
MPHOSPH10	0.26241473
MPHOSPH6	0.06134906
MPHOSPH8	0.26858570
MPHOSPH9	0.07368740
MPI	0.10897226
MPIG6B	0.15926231
MPL	0.39595858
MPLKIP	0.34978191
MPND	0.05780145
MPO	0.29402362
MPP2	0.53714451
MPP3	0.53767329
MPP4	0.26541480
MPP5	0.94166417
MPP6	0.99727727
MPP7	0.22188904
MPPE1	0.11271209
MPPED1	0.24059444
MPPED2	0.54880724
MPRIP	0.54468604
MPST	0.09019140
MPV17	0.06918721
MPV17L	0.14399791
MPV17L2	0.15177168
MPZ	0.77864173
MPZL1	0.16311531
MPZL2	0.20387591
MPZL3	0.09728494
MR1	0.11915973
MRAP	0.12199286
MRAP2	0.13318487
MRAS	0.93127834
MRC1	0.71122208
MRC2	0.38229180
MRE11	0.25182670
MREG	0.07215728
MRFAP1	0.17308142
MRFAP1L1	0.11820061
MRGBP	0.79140861
MRGPRD	0.11165227
MRGPRE	0.13301981
MRGPRF	0.12083015
MRGPRG	0.09686619
MRGPRX1	0.07425383
MRGPRX2	0.08747329
MRGPRX3	0.13596347
MRGPRX4	0.10011379
MRI1	0.09140536
MRM1	0.12988536
MRM2	0.15345186
MRM3	0.12046039
MRNIP	0.07540011
MRO	0.06631343
MROH1	0.10495749
MROH2A	0.04809721
MROH2B	0.13357837
MROH5	0.09128224
MROH6	0.11153361
MROH7	0.13672618
MROH8	0.12428401
MROH9	0.05764403
MRPL1	0.32668186
MRPL10	0.09111508
MRPL11	0.43152012
MRPL12	0.09873013
MRPL13	0.11431233
MRPL14	0.08490722
MRPL15	0.43451573
MRPL16	0.18210223
MRPL17	0.33876214
MRPL18	0.08818461
MRPL19	0.27266200
MRPL2	0.27553952
MRPL20	0.09068018
MRPL21	0.09050483
MRPL22	0.31855657
MRPL23	0.17246624
MRPL24	0.15050468
MRPL27	0.11570631
MRPL28	0.12000137
MRPL3	0.41277097
MRPL30	0.13326802
MRPL32	0.09212822
MRPL33	0.64400154
MRPL34	0.11444521
MRPL35	0.07847339
MRPL36	0.15484834
MRPL37	0.06538692
MRPL38	0.10271131
MRPL39	0.09623863
MRPL4	0.58400699
MRPL40	0.06882007
MRPL41	0.12178835
MRPL42	0.07602561
MRPL43	0.11350016
MRPL44	0.15887898
MRPL45	0.06579385
MRPL46	0.08681451
MRPL47	0.10586812
MRPL48	0.08615814
MRPL49	0.27355602
MRPL50	0.06779801
MRPL51	0.07875633
MRPL52	0.10664583
MRPL53	0.18726880
MRPL54	0.07666466
MRPL55	0.09956896
MRPL57	0.12476814
MRPL58	0.09305502
MRPL9	0.06555014
MRPS10	0.66982174
MRPS11	0.71387069
MRPS12	0.86943550
MRPS14	0.18831232
MRPS15	0.27049965
MRPS16	0.12713453
MRPS17	0.15906948
MRPS18A	0.11295950
MRPS18B	0.05121303
MRPS18C	0.08294208
MRPS2	0.67715771
MRPS21	0.11725916
MRPS22	0.16934203
MRPS23	0.07102584
MRPS24	0.09256917
MRPS25	0.18938680
MRPS26	0.11151674
MRPS27	0.05331490
MRPS28	0.16995143
MRPS30	0.14022897
MRPS31	0.08341002
MRPS33	0.15899922
MRPS34	0.10990213
MRPS35	0.07013156
MRPS36	0.12561537
MRPS5	0.49450950
MRPS6	0.16678875
MRPS7	0.80449480
MRPS9	0.32411209
MRRF	0.61481948
MRS2	0.06062020
MRTFA	0.37732485
MRTFB	0.58586982
MRTO4	0.48129244
MRVI1	0.20017800
MS4A1	0.06735596
MS4A10	0.14402903
MS4A12	0.06876822
MS4A13	0.16115176
MS4A14	0.18365924
MS4A15	0.07119302
MS4A18	0.04835747
MS4A2	0.22852367
MS4A3	0.05330465
MS4A4A	0.05643715
MS4A4E	0.05393217
MS4A5	0.07303196
MS4A6A	0.11604023
MS4A6E	0.12601733
MS4A7	0.06699872
MS4A8	0.07370816
MSANTD1	0.06952832
MSANTD2	0.45402851
MSANTD3	0.14657620
MSANTD4	0.08702425
MSC	0.71183088
MSGN1	0.22801619
MSH2	0.92569742
MSH3	0.31921865
MSH4	0.24590532
MSH5	0.07238323
MSH6	0.96932205
MSI1	0.46202265
MSI2	0.80733188
MSL1	0.90544891
MSL2	0.91217832
MSLN	0.09858412
MSMB	0.04883188
MSMO1	0.12238825
MSMP	0.14321711
MSR1	0.06520173
MSRA	0.06980337
MSRB1	0.17976404
MSRB2	0.07953056
MSRB3	0.14435090
MSS51	0.09102101
MST1	0.11278672
MST1R	0.97251501
MSTN	0.95885962
MSTO1	0.06253497
MSX1	0.99665704
MSX2	0.99154836
MT1A	0.17686701
MT1B	0.08550219
MT1E	0.13398231
MT1F	0.05476213
MT1G	0.05077495
MT1H	0.05874179
MT1HL1	0.10363580
MT1M	0.06052854
MT1X	0.08758850
MT2A	0.06960004
MT3	0.07838465
MT4	0.15766616
MTA1	0.99930191
MTA2	0.99976944
MTA3	0.87610546
MTAP	0.11921061
MTBP	0.06213292
MTCH1	0.84504594
MTCH2	0.11647005
MTCL1	0.06124098
MTDH	0.58526419
MTERF1	0.11793635
MTERF2	0.16473525
MTERF3	0.08851067
MTERF4	0.07100089
MTF1	0.99723473
MTF2	0.99824453
MTFMT	0.23654924
MTFP1	0.11457415
MTFR1	0.05947905
MTFR1L	0.20735687
MTFR2	0.08012400
MTG1	0.07258680
MTG2	0.06142932
MTHFD1	0.44028460
MTHFD1L	0.16860008
MTHFD2	0.07421426
MTHFD2L	0.11690501
MTHFR	0.07907315
MTHFS	0.08956356
MTHFSD	0.16815213
MTIF2	0.11655988
MTIF3	0.06602475
MTMR10	0.06452264
MTMR11	0.05934042
MTMR12	0.46769299
MTMR14	0.08884938
MTMR2	0.08283974
MTMR3	0.27404915
MTMR4	0.96598699
MTMR6	0.05388987
MTMR7	0.04858726
MTMR9	0.10688969
MTNR1A	0.28340618
MTNR1B	0.10952201
MTO1	0.13371607
MTOR	0.99982335
MTPAP	0.24158918
MTPN	0.89835069
MTR	0.09166156
MTREX	0.25571578
MTRF1	0.09874026
MTRF1L	0.13560389
MTRNR2L1	0.11125833
MTRNR2L3	0.12435697
MTRNR2L4	0.11696523
MTRNR2L5	0.12254219
MTRNR2L6	0.12520903
MTRNR2L7	0.11741421
MTRNR2L8	0.12358239
MTRR	0.05727013
MTSS1	0.84138795
MTSS1L	0.26517995
MTTP	0.19757281
MTURN	0.07990567
MTUS1	0.04803235
MTUS2	0.08287503
MTX1	0.07722140
MTX2	0.06794996
MTX3	0.09473414
MUC1	0.34223930
MUC12	0.09960919
MUC13	0.05784419
MUC15	0.10261424
MUC16	0.19934758
MUC17	0.12087496
MUC19	0.05865286
MUC2	0.15094961
MUC20	0.06544686
MUC21	0.09377970
MUC22	0.08466477
MUC3A	0.05678032
MUC4	0.17208038
MUC5AC	0.07480707
MUC5B	0.71659059
MUC6	0.21066332
MUC7	0.15111895
MUCL1	0.00000000
MUCL3	0.12152736
MUL1	0.53018495
MUS81	0.15305751
MUSK	0.08960515
MUSTN1	0.00000000
MUTYH	0.17713315
MVB12A	0.06823603
MVB12B	0.28529250
MVD	0.06283740
MVK	0.06168719
MVP	0.10941947
MX1	0.37998282
MX2	0.08505411
MXD1	0.88696705
MXD3	0.23699948
MXD4	0.55226762
MXI1	0.49844780
MXRA7	0.05773778
MXRA8	0.08230674
MYADM	0.10778758
MYADML2	0.10699784
MYB	0.99931960
MYBBP1A	0.94979905
MYBL1	0.99876462
MYBL2	0.99699406
MYBPC1	0.80431290
MYBPC2	0.16655919
MYBPC3	0.21422942
MYBPH	0.16176563
MYBPHL	0.06848505
MYC	0.99250909
MYCBP	0.27318748
MYCBP2	0.95529978
MYCBPAP	0.05150384
MYCL	0.37658812
MYCN	0.97341440
MYCT1	0.08691522
MYD88	0.90221348
MYDGF	0.09737590
MYEF2	0.23373523
MYEOV	0.13233085
MYF5	0.84378044
MYF6	0.95206774
MYH1	0.90971876
MYH10	0.99979076
MYH11	0.94276282
MYH13	0.74834669
MYH14	0.97776030
MYH15	0.65717888
MYH2	0.84144647
MYH3	0.40016578
MYH4	0.92126614
MYH6	0.66285290
MYH7	0.90671499
MYH7B	0.77004009
MYH8	0.90216259
MYH9	0.99993583
MYL1	0.53517056
MYL10	0.20722325
MYL12A	0.96913451
MYL12B	0.86895191
MYL2	0.25346176
MYL3	0.59495563
MYL4	0.12028335
MYL5	0.30500312
MYL6	0.56336491
MYL6B	0.10869841
MYL7	0.22132552
MYL9	0.65089606
MYLIP	0.40650574
MYLK	0.73947145
MYLK2	0.12876356
MYLK3	0.12274577
MYLK4	0.11821149
MYLPF	0.31372822
MYMK	0.06162756
MYNN	0.12758553
MYO10	0.12479333
MYO15A	0.10861735
MYO15B	0.00000000
MYO16	0.26116374
MYO18A	0.87352821
MYO18B	0.13974144
MYO19	0.11809259
MYO1A	0.15664941
MYO1B	0.69683517
MYO1C	0.74559015
MYO1D	0.41261802
MYO1E	0.32034940
MYO1F	0.11525536
MYO1G	0.08273761
MYO1H	0.13356710
MYO3A	0.11931972
MYO3B	0.07238066
MYO5A	0.98771137
MYO5B	0.68538472
MYO5C	0.21108036
MYO6	0.30762328
MYO7A	0.29289726
MYO7B	0.04801405
MYO9A	0.30249261
MYO9B	0.79462319
MYOC	0.13419338
MYOCD	0.94911960
MYOD1	0.99867019
MYOF	0.30608860
MYOG	0.99422361
MYOM1	0.17976071
MYOM2	0.06873130
MYOM3	0.13362921
MYORG	0.44120213
MYOT	0.32489072
MYOZ1	0.31114472
MYOZ2	0.22455436
MYOZ3	0.43537534
MYPN	0.13374680
MYPOP	0.43127872
MYRF	0.75755147
MYRFL	0.05498265
MYRIP	0.05763922
MYSM1	0.43849168
MYT1	0.56966416
MYT1L	0.92456407
MYZAP	0.08682991
MZB1	0.08761899
MZF1	0.17619284
MZT1	0.18687393
MZT2A	0.11305457
MZT2B	0.13904631
N4BP1	0.12526193
N4BP2	0.24550305
N4BP2L1	0.25181639
N4BP2L2	0.11425176
N4BP3	0.09193547
N6AMT1	0.05455390
NAA11	0.14947391
NAA15	0.81707183
NAA16	0.07265562
NAA20	0.15811248
NAA25	0.88600062
NAA30	0.83912856
NAA35	0.89848742
NAA38	0.84314267
NAA40	0.08162832
NAA50	0.34455070
NAA60	0.20060113
NAA80	0.16587768
NAAA	0.06684726
NAALAD2	0.12804256
NAALADL1	0.13000565
NAALADL2	0.06356097
NAB1	0.79656360
NAB2	0.97386258
NABP1	0.05882127
NABP2	0.79917441
NACA	0.13853566
NACA2	0.12814896
NACAD	0.14444117
NACC1	0.67119048
NACC2	0.14229281
NADK	0.08775768
NADK2	0.31287131
NADSYN1	0.06079590
NAE1	0.10866297
NAF1	0.18310015
NAGA	0.07032998
NAGK	0.08012840
NAGLU	0.08280125
NAGPA	0.07644010
NAGS	0.38074895
NAIF1	0.20217776
NAIP	0.25283739
NALCN	0.36376324
NAMPT	0.78211405
NANOG	0.97148017
NANOGNB	0.13861029
NANOS1	0.17496109
NANOS2	0.26861972
NANOS3	0.11794574
NANP	0.10980235
NANS	0.14863660
NAP1L1	0.58238780
NAP1L4	0.83792712
NAP1L5	0.40889153
NAPA	0.28904346
NAPB	0.42540704
NAPEPLD	0.06130876
NAPG	0.06929238
NAPRT	0.12863233
NAPSA	0.06967205
NARF	0.05702798
NARS	0.08276248
NARS2	0.06677530
NASP	0.11715140
NAT1	0.13091008
NAT10	0.13103464
NAT14	0.12632649
NAT16	0.23523009
NAT2	0.06383742
NAT8	0.05845870
NAT8L	0.22930883
NAT9	0.23607426
NATD1	0.13840343
NAV1	0.96374197
NAV2	0.30279008
NAV3	0.53127899
NAXD	0.07380807
NAXE	0.15082111
NBAS	0.05121270
NBEA	0.84287549
NBEAL1	0.06586337
NBEAL2	0.44803342
NBL1	0.07131764
NBN	0.19068059
NBPF1	0.08067590
NBPF10	0.06545877
NBPF11	0.11107457
NBPF12	0.07876846
NBPF14	0.07433318
NBPF15	0.10723960
NBPF20	0.05685363
NBPF3	0.10266642
NBPF4	0.11030794
NBPF6	0.06010431
NBPF9	0.07578462
NBR1	0.09059545
NCALD	0.43015065
NCAM1	0.75464081
NCAM2	0.50765883
NCAN	0.22850671
NCAPD2	0.10771425
NCAPD3	0.10304014
NCAPG	0.37311386
NCAPG2	0.35043875
NCAPH	0.14566745
NCAPH2	0.06105536
NCBP1	0.99646700
NCBP2	0.85397003
NCBP3	0.54263809
NCCRP1	0.06781577
NCDN	0.70292122
NCEH1	0.12382893
NCF1	0.99070257
NCF2	0.19568212
NCF4	0.25136317
NCK1	0.96548462
NCK2	0.98665021
NCKAP1	0.92744687
NCKAP1L	0.85751410
NCKAP5	0.11689241
NCKAP5L	0.15627292
NCKIPSD	0.09974343
NCL	0.99761933
NCLN	0.07829836
NCMAP	0.11660879
NCOA1	0.99733258
NCOA2	0.99992393
NCOA3	0.99364282
NCOA4	0.08880893
NCOA5	0.71416011
NCOA6	0.99871418
NCOA7	0.17141023
NCOR1	0.99915123
NCOR2	0.99861945
NCR1	0.05671068
NCR2	0.09075466
NCR3	0.09456021
NCR3LG1	0.11956697
NCS1	0.58065931
NCSTN	0.99892156
NDC1	0.22324966
NDC80	0.30284897
NDE1	0.19400017
NDEL1	0.96636511
NDFIP1	0.45858712
NDFIP2	0.26832436
NDN	0.41133324
NDNF	0.13505683
NDOR1	0.05534088
NDRG1	0.25428528
NDRG2	0.16471340
NDRG3	0.50316833
NDRG4	0.06940547
NDST1	0.96360298
NDST2	0.43119987
NDST3	0.37642052
NDST4	0.11546714
NDUFA10	0.05516078
NDUFA11	0.06611368
NDUFA12	0.08055978
NDUFA13	0.08251891
NDUFA2	0.14089737
NDUFA3	0.10343008
NDUFA4	0.06943173
NDUFA4L2	0.09763885
NDUFA5	0.07691369
NDUFA6	0.09254681
NDUFA7	0.09101217
NDUFA8	0.32576779
NDUFA9	0.17463795
NDUFAB1	0.17270599
NDUFAF1	0.07996630
NDUFAF2	0.29806473
NDUFAF3	0.06372776
NDUFAF4	0.14424590
NDUFAF5	0.06507114
NDUFAF6	0.07885581
NDUFAF7	0.12376415
NDUFAF8	0.09374341
NDUFB1	0.14519348
NDUFB10	0.05280577
NDUFB2	0.14710042
NDUFB3	0.11106369
NDUFB4	0.05145516
NDUFB5	0.05429134
NDUFB6	0.12393311
NDUFB7	0.09896036
NDUFB8	0.08054154
NDUFB9	0.09990002
NDUFC1	0.08691215
NDUFC2	0.12344226
NDUFS1	0.05480140
NDUFS2	0.34667374
NDUFS3	0.08878369
NDUFS4	0.08306349
NDUFS5	0.09409779
NDUFS6	0.07688292
NDUFS7	0.14798216
NDUFS8	0.09726163
NDUFV1	0.13080850
NDUFV2	0.06753252
NDUFV3	0.11857601
NEB	0.11411837
NEBL	0.19318464
NECAB1	0.13195082
NECAB2	0.11013104
NECAB3	0.21676417
NECAP1	0.15192292
NECAP2	0.07394151
NECTIN1	0.57890659
NECTIN2	0.29827337
NECTIN3	0.25176043
NECTIN4	0.19330098
NEDD1	0.16145834
NEDD4	0.55182436
NEDD4L	0.99984691
NEDD8	0.63223518
NEDD9	0.76504169
NEFH	0.12281937
NEFM	0.15031884
NEGR1	0.34414690
NEIL1	0.07346836
NEIL2	0.17768584
NEIL3	0.07613404
NEK1	0.11426980
NEK10	0.06104638
NEK11	0.07290136
NEK2	0.11955852
NEK3	0.07808942
NEK4	0.06959190
NEK5	0.05233442
NEK6	0.48000414
NEK7	0.51151921
NEK8	0.14099601
NEK9	0.78095589
NELFA	0.10661823
NELFB	0.17836060
NELFCD	0.14043500
NELFE	0.39332832
NELL1	0.17138912
NELL2	0.27754240
NEMF	0.48182712
NEMP1	0.10621235
NEMP2	0.06660693
NENF	0.12885456
NEO1	0.56246599
NEPRO	0.06323932
NES	0.38779161
NET1	0.15001915
NETO1	0.16533471
NETO2	0.09522311
NEU1	0.09230655
NEU2	0.22321277
NEU3	0.13316412
NEU4	0.06639643
NEURL1	0.98568435
NEURL1B	0.99427610
NEURL2	0.17788429
NEURL4	0.58189077
NEUROD1	0.95258480
NEUROD2	0.97351683
NEUROD4	0.24974316
NEUROD6	0.54846957
NEUROG1	0.99877569
NEUROG2	0.94438805
NEUROG3	0.83273794
NEXN	0.07516156
NF1	0.99996167
NF2	0.99474817
NFAM1	0.06013340
NFASC	0.87105299
NFAT5	0.95589376
NFATC1	0.91764994
NFATC2	0.99930225
NFATC2IP	0.06960960
NFATC3	0.85550389
NFATC4	0.88300045
NFE2	0.96146406
NFE2L1	0.77382055
NFE2L2	0.97593663
NFE2L3	0.11236994
NFIA	0.99272935
NFIB	0.99240132
NFIC	0.98883789
NFIL3	0.64170790
NFIX	0.97574663
NFKB1	0.99995135
NFKB2	0.99781792
NFKBIA	0.99907286
NFKBIB	0.13612495
NFKBID	0.29324001
NFKBIE	0.51789174
NFKBIL1	0.34979210
NFKBIZ	0.83043983
NFRKB	0.59001608
NFS1	0.22822070
NFU1	0.13455465
NFX1	0.54265543
NFXL1	0.09577814
NFYA	0.57740537
NFYB	0.40468920
NFYC	0.97931588
NGB	0.13220511
NGDN	0.12706188
NGEF	0.58738023
NGF	0.96374732
NGFR	0.94446544
NGLY1	0.12076125
NGRN	0.09159342
NHEJ1	0.07627230
NHLH1	0.62134895
NHLH2	0.79436811
NHLRC1	0.11885088
NHLRC2	0.06006003
NHLRC3	0.06205983
NHLRC4	0.09216498
NHP2	0.83360999
NHSL1	0.14702154
NICN1	0.08105368
NID1	0.21604926
NID2	0.19810764
NIF3L1	0.06341759
NIFK	0.23975528
NIM1K	0.06116622
NIN	0.10454253
NINJ1	0.07950590
NINJ2	0.15591223
NINL	0.27522267
NIP7	0.45426124
NIPA1	0.60660867
NIPA2	0.12224247
NIPAL1	0.13291555
NIPAL2	0.07134730
NIPAL3	0.11912469
NIPAL4	0.09948204
NIPBL	0.99986589
NIPSNAP1	0.24842431
NIPSNAP2	0.09750546
NIPSNAP3A	0.09591762
NIPSNAP3B	0.04804355
NISCH	0.60441849
NIT1	0.05111991
NIT2	0.12212869
NKAIN1	0.26636778
NKAIN2	0.20591189
NKAIN3	0.09537627
NKAIN4	0.05156367
NKAPD1	0.36324984
NKAPL	0.09538726
NKD1	0.68462427
NKD2	0.22862598
NKG7	0.05263117
NKIRAS1	0.07215285
NKIRAS2	0.10577444
NKPD1	0.31866080
NKTR	0.56907351
NKX1-1	0.09093534
NKX1-2	0.21401037
NKX2-1	0.98489384
NKX2-2	0.90585845
NKX2-3	0.92454179
NKX2-4	0.79600252
NKX2-5	0.99730462
NKX2-6	0.31067736
NKX2-8	0.25796717
NKX3-1	0.48617639
NKX3-2	0.94436843
NKX6-1	0.92317462
NKX6-2	0.46336326
NKX6-3	0.09635811
NLE1	0.11542208
NLGN1	0.29159092
NLGN2	0.91296456
NLK	0.99998445
NLN	0.04889400
NLRC3	0.15425760
NLRC4	0.25706816
NLRC5	0.07408380
NLRP1	0.06895300
NLRP10	0.20627346
NLRP11	0.07012749
NLRP12	0.20125589
NLRP13	0.07957128
NLRP14	0.12678452
NLRP2	0.11058790
NLRP3	0.37706787
NLRP4	0.05458791
NLRP5	0.05150636
NLRP6	0.12313759
NLRP7	0.15693197
NLRP8	0.11795798
NLRP9	0.14411073
NLRX1	0.46556676
NMB	0.08884631
NMBR	0.15664766
NMD3	0.09616226
NME1	0.27470795
NME3	0.36540299
NME4	0.10332271
NME5	0.20373087
NME6	0.09384133
NME7	0.35137275
NME8	0.12504697
NME9	0.05128056
NMI	0.40005113
NMNAT1	0.08171165
NMNAT2	0.33756035
NMNAT3	0.34868197
NMRAL1	0.06880268
NMRK1	0.00000000
NMRK2	0.12845060
NMS	0.05568070
NMT1	0.71564831
NMT2	0.11309598
NMU	0.10291917
NMUR1	0.27328291
NMUR2	0.21508183
NNAT	0.13896748
NNMT	0.05515610
NNT	0.69362971
NOA1	0.07671668
NOB1	0.13485665
NOBOX	0.08049256
NOC2L	0.62113116
NOC3L	0.07606393
NOC4L	0.23969107
NOCT	0.28073281
NOD1	0.37691278
NOD2	0.38979414
NODAL	0.78004719
NOG	0.99980868
NOL10	0.15741392
NOL11	0.10832453
NOL12	0.05795746
NOL3	0.10742282
NOL4	0.70907817
NOL4L	0.67803767
NOL6	0.57257444
NOL7	0.05934504
NOL8	0.06447491
NOL9	0.08430126
NOLC1	0.54007505
NOM1	0.08637385
NOMO1	0.08465216
NOMO2	0.16240547
NOMO3	0.09511708
NOP10	0.35246033
NOP14	0.10750724
NOP16	0.08541378
NOP2	0.40536181
NOP53	0.13885331
NOP56	0.94670107
NOP58	0.92586578
NOP9	0.08155556
NOS1	0.94288167
NOS1AP	0.24430635
NOS2	0.56444581
NOS3	0.84385984
NOSIP	0.00000000
NOSTRIN	0.07808818
NOTCH1	0.99960695
NOTCH2	0.99898614
NOTCH2NLA	0.09491123
NOTCH3	0.99518427
NOTCH4	0.93836570
NOTO	0.30324046
NOTUM	0.57122400
NOVA1	0.97691207
NOVA2	0.56143018
NOX3	0.15086851
NOX4	0.15852030
NOX5	0.22892933
NOXA1	0.10400842
NOXO1	0.07822930
NOXRED1	0.09316811
NPAP1	0.09516410
NPAS1	0.86560459
NPAS2	0.98662220
NPAS3	0.99994658
NPAS4	0.43962853
NPAT	0.26901755
NPB	0.08310036
NPBWR1	0.33170488
NPBWR2	0.18787631
NPC1	0.20877903
NPC1L1	0.12416525
NPC2	0.05908573
NPDC1	0.12428784
NPEPL1	0.06960744
NPEPPS	0.96157048
NPFF	0.08883347
NPFFR1	0.30540923
NPFFR2	0.09608813
NPHP1	0.61420993
NPHP3	0.11747303
NPHP4	0.08430483
NPHS1	0.57947623
NPHS2	0.09774640
NPIPA1	0.14250831
NPIPA2	0.11326878
NPIPA5	0.17469524
NPIPA7	0.10155770
NPIPA8	0.00000000
NPIPB11	0.06116622
NPIPB15	0.06116292
NPIPB3	0.23632003
NPIPB4	0.05698411
NPIPB5	0.10763021
NPIPB6	0.21992130
NPIPB8	0.00000000
NPIPB9	0.06116622
NPL	0.11120095
NPLOC4	0.53493111
NPM1	0.99954543
NPM2	0.05601780
NPM3	0.71900653
NPNT	0.07065370
NPPA	0.38640849
NPPB	0.06895319
NPPC	0.63969825
NPR1	0.64736845
NPR2	0.99307623
NPR3	0.46593745
NPRL2	0.19468305
NPRL3	0.27482610
NPS	0.15676707
NPSR1	0.41164654
NPTN	0.80675363
NPTX1	0.76606524
NPTX2	0.13268249
NPTXR	0.15004023
NPVF	0.10013748
NPW	0.08599654
NPY	0.65010222
NPY1R	0.40750733
NPY2R	0.15582486
NPY4R	0.12115889
NPY5R	0.30748743
NQO1	0.10595462
NQO2	0.05694996
NR0B2	0.61122439
